,index,Physical Address,latitude,longitude,NURSERY_PI,FINISHERS,SOWS,BOARS,Animal Units
785,1760,CR 100 W & CR 1200 N,40.938017,-86.095203,0.0,4620.0,0.0,0.0,508.25082508250824
786,1761,CR 100 W & CR 1200 N,40.938017,-86.095203,0.0,4620.0,0.0,0.0,508.25082508250824
787,1763,10427 E CR 700 N,40.38834,-86.312051,0.0,4400.0,0.0,0.0,484.04840484048407
788,1765,1627 E CR 1250 S,40.584366,-86.342286,0.0,4400.0,0.0,0.0,484.04840484048407
789,1766,509 W CR 1000 S,39.467896,-85.45003,5000.0,5000.0,0.0,0.0,1100.1100110011
790,1767,8384 S CR 600 W,41.04073,-85.605711,0.0,3000.0,0.0,0.0,330.03300330033005
791,1771,1236 N CR 100 E,40.771522,-86.853303,20378.0,37948.0,4316.0,12.0,8037.475432936552
792,1773,CR 850 N & CR 900 W,40.430744,-87.489211,9400.0,9400.0,0.0,0.0,2068.206820682068
793,1775,4867 W CR 800 S,40.634574,-86.961114,0.0,10560.0,0.0,0.0,1161.7161716171618
794,1776,4681 S CR 60 SW,39.26852976,-85.50614303,0.0,3000.0,0.0,0.0,330.03300330033005
795,1777,9566 W CR 600 N,41.10100167,-87.22960438,0.0,200.0,1482.0,0.0,577.058379995303
796,1780,7801 E CR 600 S,38.79338,-85.894017,0.0,4000.0,0.0,0.0,440.04400440044003
797,1783,2519 S CR 300 W,40.40934687,-85.03737953,0.0,4000.0,0.0,0.0,440.04400440044003
798,1784,5591 CR S 500 E,40.471164,-86.430201,1600.0,11000.0,0.0,0.0,1386.1386138613861
799,1785,1391 W CR 100 S,40.730881,-84.963697,4200.0,0.0,0.0,0.0,462.04620462046205
800,1789,4325 N CR 650 W,40.502653,-85.105642,0.0,4620.0,0.0,0.0,508.25082508250824
801,1793,CR 900 W & CR 1000 N,40.417642,-86.694519,0.0,13200.0,0.0,0.0,1452.145214521452
802,1795,SR 75 & CR 800 N,40.402207,-86.525291,0.0,13200.0,0.0,0.0,1452.145214521452
803,1796,4365 N CR 300 W,40.344167,-86.562313,0.0,13200.0,0.0,0.0,1452.145214521452
804,1798,1241 N CR 1100 E,40.304408,-86.298279,0.0,658.0,2691.0,0.0,1080.2524072631982
805,1800,SR 26 & CR N 1100 W,40.457059,-85.188164,0.0,8800.0,0.0,0.0,968.0968096809681
806,1801,350 N CR 700 E,40.357041,-85.885162,0.0,4400.0,0.0,0.0,484.04840484048407
807,1804,CR 200 W & CR 1000 N,40.896207,-86.911764,0.0,4620.0,0.0,0.0,508.25082508250824
808,1805,CR 200 W & CR 1000 N,40.896207,-86.911764,0.0,4620.0,0.0,0.0,508.25082508250824
809,1806,US Hwy 421 & CR 500 S,40.474971,-86.632918,4400.0,8800.0,0.0,0.0,1452.145214521452
810,1809,CR 400 E & SR 28,40.251633,-84.900329,0.0,4400.0,0.0,0.0,484.04840484048407
811,1814,CR 500 N & CR 900 E,40.533227,-85.212983,0.0,9240.0,0.0,0.0,1016.5016501650165
812,1815,8199 S America Rd,40.711631,-85.698462,0.0,10560.0,0.0,0.0,1161.7161716171618
813,1816,CR 200 E & CR 800 S,40.432578,-86.495591,0.0,10000.0,0.0,0.0,1100.1100110011
814,1819,CR 450 N & CR 500 W,40.379059,-87.414465,4200.0,4200.0,0.0,0.0,924.0924092409241
815,1823,5256 N CR 1100 W,40.843126,-86.580633,0.0,9600.0,0.0,0.0,1056.1056105610562
816,1824,10500 N CR 400 E,40.921809,-86.005676,0.0,5000.0,0.0,0.0,550.05500550055
817,1825,CR 500 N & CR 800 E,40.89903,-85.653377,0.0,10000.0,0.0,0.0,1100.1100110011
818,1826,8769 S CR 900 W,40.61343,-85.389088,0.0,4400.0,0.0,0.0,484.04840484048407
819,1827,CR 150 W & CR 600 N,39.423985,-85.518788,5500.0,5500.0,0.0,0.0,1210.1210121012102
820,1829,CR 400 S & CR 850 E,40.382199,-84.817383,0.0,9200.0,0.0,0.0,1012.1012101210122
821,1832,20530 W CR 700 N,39.305498,-85.695044,6000.0,5000.0,0.0,0.0,1210.1210121012102
822,1833,5374 N SR 3,39.689494,-85.440541,10000.0,5000.0,0.0,0.0,1650.1650165016501
823,1834,County Line Rd & CR 700 E,40.21463132,-86.76440327,0.0,0.0,1478.0,0.0,553.558052434457
